id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1277585630252249089,2020-06-29 12:52:05+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Website : https://t.co/XkMvSD4pYR

#opf #COVID19 #Pharmanecia #OPFiCON #Operant #OperantPharmacyFederation… https://t.co/kLWZkfIsfn",Website,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,OperantPharmacy,0.0,"opf, COVID19, Pharmanecia, OPFiCON, Operant, OperantPharmacyFederation",,,
1277585633196814338,2020-06-29 12:52:06+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @BTP1960: Pence, not wearing a mask, encourages everyone to wear masks. 

#CORONAvirus #COVID19 https://t.co/WqqsFRiisP",Pence wearing mask encourages everyone wear masks,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,RogerInOntario,0.0,"CORONAvirus, COVID19",BTP1960,,Ontario Canada
1277585637688766464,2020-06-29 12:52:07+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ianuragthakur: India turned adversity into an opportunity, under @makeinindia we’ve become the world’s 2nd largest PPE kits manufacture…",India turned adversity opportunity weve become worlds nd largest PPE kits manufacture,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,mrigankakumar10,,,"ianuragthakur, makeinindia",,"Guwahati, India"
1277585641593729024,2020-06-29 12:52:08+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @InterActionOrg: Last month, experts gathered for a webinar hosted by our protection team to share their collective knowledge and expert…",Last month experts gathered webinar hosted protection team share collective knowledge expert,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.0,0.06666666666666668,en,0,0,MoJamesApted,,,InterActionOrg,,Thailand - Madagascar - Egypt
1277585647125934081,2020-06-29 12:52:09+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @aryadoctoryet: PSA: if you’re worried about CO2 accumulation from masks, our climate crisis is going to blow your mind

#MedTwitter #CO…",PSA youre worried CO2 accumulation masks climate crisis going blow mind,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,ivonnelomeli99,,MedTwitter,aryadoctoryet,,Cuenta de 100tifica:
1277585650322149376,2020-06-29 12:52:10+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @renerworldltd: That idea can  be worked upon to be a better one. 
So work on it today!
And it would come out better. 🤭

Have an innovat…",That idea worked upon better one So work today And would come better Have innovat,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,en,0,0,emmanuelomlaj,,,renerworldltd,,Nigeria
1277585654717788160,2020-06-29 12:52:11+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @ciw: THREAD: Thank you, Doctors Witout Borders @MSF_USA, for responding to Immokalee's urgent call for testing and healthcare for Flori…",THREAD Thank Doctors Witout Borders responding Immokalee 's urgent call testing healthcare Flori,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,GaryWKinsman,,,"ciw, MSF_USA",,gkinsman@laurentian.ca
1277585658819706880,2020-06-29 12:52:12+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @VidadalaRajini: Through #ReStartInAP Package the GoAP  has recognized the need to support Industrial sectors in wake of Covid19 and ena…,Through Package GoAP recognized need support Industrial sectors wake Covid19 ena,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Vardhan04262564,,ReStartInAP,VidadalaRajini,,
1277585663005622273,2020-06-29 12:52:13+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Arasaakaran ​​from #TamilNadu, who died at #Manjeri Medical College on 24 December, have been diagnosed with… https://t.co/KXR8betdqF",Arasaakaran died Medical College December diagnosed,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,BreakingViews4u,,"TamilNadu, Manjeri",,,FB.com/BreakMovies
1277585667669684226,2020-06-29 12:52:14+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @PinkvillaTelly: #BiggBoss13 winner #SidharthShukla is papped in the city amid #COVID19 crisis; See PHOTOS - https://t.co/DRiAuZmQxd #Si…,winner papped city amid crisis See PHOTOS,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,BadBoy03177215,0.0,"BiggBoss13, SidharthShukla, COVID19",PinkvillaTelly,,"Mumbai, India"
1277585671205650432,2020-06-29 12:52:15+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#COVID19 immediate actions required!,immediate actions required,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,melinda_musser,,COVID19,,,United States
1277585675941003267,2020-06-29 12:52:16+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @OgbeniDipo: If not that we don't take many things serious in Nigeria, not a single person should be going to pay condolence visit to an…",If n't take many things serious Nigeria single person going pay condolence visit,"Sentiment(polarity=0.03174603174603175, subjectivity=0.46031746031746024)",0.03174603174603175,0.4603174603174602,en,0,0,tire_nii,,,OgbeniDipo,,+234
1277585679371898880,2020-06-29 12:52:17+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @aryadoctoryet: PSA: if you’re worried about CO2 accumulation from masks, our climate crisis is going to blow your mind

#MedTwitter #CO…",PSA youre worried CO2 accumulation masks climate crisis going blow mind,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,cameronbaney,,MedTwitter,aryadoctoryet,,"Philadelphia, PA"
1277585683838832640,2020-06-29 12:52:18+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @justin_hart: Y'all! Please don't freak out about rising cases. 
""Who"" is getting #COVID19 matters!
- Avg. age for cases in Florida: 38…",Y'all Please n't freak rising cases `` Who '' getting matters Avg age cases Florida,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,RedPant86968154,,COVID19,justin_hart,,
1277585688641355782,2020-06-29 12:52:19+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",No it is you that is myopic because you hear them very well,No myopic hear well,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,lively_stone201,,,,,Bonny Island
1277585693640982528,2020-06-29 12:52:20+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @HoustonOEM: .@HoustonHealth and its agency partners are announcing the schedule for sites offering free #COVID19 tests the week of June…,agency partners announcing schedule sites offering free tests week June,"Sentiment(polarity=0.4, subjectivity=0.8)",0.4,0.8,en,0,0,jankomah,,COVID19,"HoustonOEM, HoustonHealth",,"Houston, TX"
1277585696803352576,2020-06-29 12:52:21+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @DollarVigilante: Congratulations! We Have Now Hit Peak Herd Stupidity!
#COVID19 
https://t.co/hifuh9OZ6F",Congratulations We Have Now Hit Peak Herd Stupidity,"Sentiment(polarity=-0.6, subjectivity=1.0)",-0.6,1.0,en,0,0,Ross_Revenge,0.0,COVID19,DollarVigilante,,
1277585700544749568,2020-06-29 12:52:22+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @DrEricDing: This @RonDeSantisFL chest thumping video did not age well. @GovRonDeSantis - please now do the right thing for your people.…,This chest thumping video age well please right thing people,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.2857142857142857,0.5357142857142857,en,0,0,lovingsprouts,,,"DrEricDing, RonDeSantisFL, GovRonDeSantis",,"Spring, TX"
1277585705825427457,2020-06-29 12:52:23+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Anticancerfund: ""If we really want to bring the best treatment to the patient, we need a complementary non-profit strategy"". Did you mi…",`` If really want bring best treatment patient need complementary non-profit strategy '' Did mi,"Sentiment(polarity=0.6, subjectivity=0.25)",0.6,0.25,en,0,0,ssinnaeve,,,Anticancerfund,,
1277585711064121345,2020-06-29 12:52:24+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @rodriguezmonos: ""Where´s Corona""
One of the big challenges, this summer, for the European authorities will be to control the crowds in…",`` Wheres Corona '' One big challenges summer European authorities control crowds,"Sentiment(polarity=0.0, subjectivity=0.05)",0.0,0.05,en,0,0,na_mima,,,rodriguezmonos,,
1277585715401031680,2020-06-29 12:52:25+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @Laurie_Garrett: The US #COVID19 crisis is hideous, especially when compared to the rest of the world.
We are failing.
And we imperil no…",The US crisis hideous especially compared rest world.We failing.And imperil,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,0,0,WhamHideout,,COVID19,Laurie_Garrett,,
1277585717078765568,2020-06-29 12:52:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The staggering ignorance,anger,intimidation &amp;hate revealed by Trump base supporters’ response to #Covid19 &amp;… https://t.co/qpWq7aMvJh",The staggering ignorance anger intimidation amp hate revealed Trump base supporters response amp,"Sentiment(polarity=-0.7666666666666666, subjectivity=0.7000000000000001)",-0.7666666666666666,0.7000000000000001,en,0,0,AlnwickKeith,,Covid19,,,Terra Prime 
1277585721361039362,2020-06-29 12:52:27+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EJDionne: Why is #Trump in such trouble? Partly because he’s losing older voters as a result of his handling of #Covid19, but largely b…",Why trouble Partly hes losing older voters result handling largely b,"Sentiment(polarity=0.060317460317460304, subjectivity=0.3206349206349206)",0.0603174603174603,0.3206349206349206,en,0,0,BlmResists,,"Trump, Covid19",EJDionne,,
1277585726234931202,2020-06-29 12:52:28+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @AllenInstitute: #COVID19-infected cells sprout multi-pronged tentacles studded with viral particles that infect other cells according t…,-infected cells sprout multi-pronged tentacles studded viral particles infect cells according,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,eyebeat,,COVID19,AllenInstitute,,
1277585730508861440,2020-06-29 12:52:29+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @CBSNews: Big cities like New York have commanded much of the attention as America confronts #COVID19. But how are small towns faring?…,Big cities like New York commanded much attention America confronts But small towns faring,"Sentiment(polarity=0.02159090909090909, subjectivity=0.2886363636363637)",0.02159090909090909,0.2886363636363637,en,0,0,BritonandDane,,COVID19,CBSNews,,USA
1277585734057160704,2020-06-29 12:52:30+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @NairShilpa1308: 3949 new cases of Coronavirus reported in Tamil Nadu today!!

Chennai reports over 2000 cases for the first time. 2167…",new cases Coronavirus reported Tamil Nadu today Chennai reports cases first time,"Sentiment(polarity=0.19318181818181818, subjectivity=0.3939393939393939)",0.19318181818181807,0.3939393939393939,en,0,0,kv_ramanan,,,NairShilpa1308,,
1277585738205474818,2020-06-29 12:52:31+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @PeterHotez: 1/3: Taking flak for expressing my concerns about our national #COVID19 response to a massive resurgence in the American So…,/3 Taking flak expressing concerns national response massive resurgence American So,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5,en,0,0,csgreeley,,COVID19,PeterHotez,,"Houston, Texas"
1277585743351885824,2020-06-29 12:52:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @GavinNewsom: Week ahead reminder:
- #COVID19 has not gone away.
- Wash your hands.
- Practice physical distancing.
- Wear a mask.
- TAK…",Week ahead reminder gone away.- Wash hands.- Practice physical distancing.- Wear mask.- TAK,"Sentiment(polarity=0.0, subjectivity=0.14285714285714285)",0.0,0.14285714285714285,en,0,0,amkrahe,,COVID19,GavinNewsom,,"Charlotte, NC"
1277585746728071168,2020-06-29 12:52:33+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @basant_cg: Without any intention of sounding alarmist, one cannot ignore reports from doctors and scientists that #COVID19 has yet to m…",Without intention sounding alarmist one ignore reports doctors scientists yet,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,saurav_vvv,,COVID19,basant_cg,,Nepal
1277585751245389832,2020-06-29 12:52:34+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Said this ten hours earlier yesterday. But, eh, sure. Get all the clout. https://t.co/0ExmkDKYsf",Said ten hours earlier yesterday But eh sure Get clout,"Sentiment(polarity=0.16666666666666666, subjectivity=0.46296296296296297)",0.16666666666666666,0.46296296296296297,en,0,0,adbsideload,0.0,,,,
1277585755779395591,2020-06-29 12:52:35+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","🚨 COVID-19 plasma therapy resources for India

If anyone is looking to connect with a #COVID19 recovered… https://t.co/04bW1Ijl5i",COVID-19 plasma therapy resources IndiaIf anyone looking connect recovered,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,GB41910548,0.0,COVID19,,,
1277585759441170436,2020-06-29 12:52:36+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @CMOKerala: Press Meet on #COVID19. Live from Kerala Government Secretariat. https://t.co/TacZ0RCBi4,Press Meet Live Kerala Government Secretariat,"Sentiment(polarity=0.13636363636363635, subjectivity=0.5)",0.13636363636363635,0.5,en,0,0,apamor1,0.0,COVID19,CMOKerala,,
1277585763484397570,2020-06-29 12:52:37+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ICRC_Africa: “I came here for my safety.”

Sarah fled from South Sudan due to the fighting. But today, she is working to keep fellow re…",I came safety.Sarah fled South Sudan due fighting But today working keep fellow,"Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375,en,0,0,TsaiJilly,,,ICRC_Africa,,"San Jose, CA"
1277585767670386689,2020-06-29 12:52:38+00:00,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",COVID19 Lockdown Look https://t.co/4AbaYWr60c,COVID19 Lockdown Look,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,realJavedBashir,0.0,,,,Leeds
1277585771843608581,2020-06-29 12:52:39+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DaaruBaazMehta: WATCH N SHARE MAX

ASHA Workers across Delhi are carrying out #SeroSurvey in Containment and High Risk Zones.

These wo…",WATCH N SHARE MAXASHA Workers across Delhi carrying Containment High Risk Zones.These wo,"Sentiment(polarity=0.16, subjectivity=0.5399999999999999)",0.16,0.5399999999999999,en,0,0,AapHonest,,SeroSurvey,DaaruBaazMehta,,
1277585776067346433,2020-06-29 12:52:40+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @MENA_Rights: The UN Working Group on Arbitrary Detention has issued a decision calling on the #UAE government to urgently release Omani…,The UN Working Group Arbitrary Detention issued decision calling government urgently release Omani,"Sentiment(polarity=-0.1, subjectivity=0.6)",-0.1,0.6,en,0,0,LyndonPeters01,,UAE,MENA_Rights,,
1277585384340365312,2020-06-29 12:51:06+00:00,"<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>",The latest Financial Technology News Report! https://t.co/UhH0om1kgC Thanks to @fintechfrank #fintech #covid19,The latest Financial Technology News Report Thanks,"Sentiment(polarity=0.2333333333333333, subjectivity=0.3666666666666667)",0.2333333333333333,0.3666666666666667,en,0,0,fin_tech,0.0,"fintech, covid19",fintechfrank,,UK
1277585385812643840,2020-06-29 12:51:07+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ReproRights: The Supreme Court will rule in our case challenging Louisiana's clinic shutdown law any day now.

Here's what's at stake..…",The Supreme Court rule case challenging Louisiana 's clinic shutdown law day now.Here 's 's stake ..,"Sentiment(polarity=0.5, subjectivity=1.0)",0.5,1.0,en,0,0,helmsinki,,,ReproRights,,"St Louis, MO"
1277585390963249152,2020-06-29 12:51:08+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Whitney_Iles: My friends over at @PowerTheFightUK have organised this amazing online conference: COVID19 Isolation and Young People.…,My friends organised amazing online conference COVID19 Isolation Young People,"Sentiment(polarity=0.35000000000000003, subjectivity=0.65)",0.35000000000000003,0.65,en,0,0,BANANAS1968,,,"Whitney_Iles, PowerTheFightUK",,Central London 
1277585394285056002,2020-06-29 12:51:09+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @AiThority: @Sisense Releases The State Of BI &amp; Analytics Report 2020: Special COVID-19 Edition https://t.co/RrguHdeLX5 #blockchain #art…,Releases The State Of BI amp Analytics Report Special COVID-19 Edition,"Sentiment(polarity=0.35714285714285715, subjectivity=0.5714285714285714)",0.35714285714285715,0.5714285714285714,en,0,0,Sisense,0.0,blockchain,"AiThority, Sisense",,"New York, USA"
1277585398852714496,2020-06-29 12:51:10+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Abhi37852080: @MoHFW_INDIA @DrRPNishank @DG_NTA plzzz many students live far from their respective cnetre city and transportation is al…,plzzz many students live far respective cnetre city transportation al,"Sentiment(polarity=0.18409090909090908, subjectivity=0.525)",0.18409090909090908,0.525,en,0,0,nita27334816,,,"Abhi37852080, MoHFW_INDIA, DrRPNishank, DG_NTA",,
1277585403021647873,2020-06-29 12:51:11+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","(abbrev) ""To combat [anti-vax groups] ... essential that public health officials, physicians &amp; community leaders ta… https://t.co/zagKeATY62",abbrev `` To combat anti-vax groups ... essential public health officials physicians amp community leaders ta,"Sentiment(polarity=0.0, subjectivity=0.18333333333333332)",0.0,0.18333333333333326,en,0,0,KathrynMathias1,,,,,"Calgary, Alberta Canada"
1277585406800748544,2020-06-29 12:51:12+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Great story highlighting long recovery for #COVID19 patients fortunate enough to survive critical illness - even yo… https://t.co/gcspPgACze,Great story highlighting long recovery patients fortunate enough survive critical illness even yo,"Sentiment(polarity=0.22999999999999998, subjectivity=0.6299999999999999)",0.23,0.6299999999999999,en,0,0,cristineeberry,,COVID19,,,"Tucson, AZ"
1277585411049578499,2020-06-29 12:51:13+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Covid19TNUpdate: #TamilNadu | #COVID19 |  28 June

District Wise  Data...

#TNCoronaupdates https://t.co/VeqDLKOUDY",JuneDistrict Wise Data ...,"Sentiment(polarity=0.7, subjectivity=0.9)",0.7,0.9,en,0,0,Mathippaan,0.0,"TamilNadu, COVID19, TNCoronaupdates",Covid19TNUpdate,,Chennai
1277585415403384833,2020-06-29 12:51:14+00:00,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","https://t.co/eL9lQMH27G - Be inspired, focussed &amp; curious. Open Your Card &amp; Look. https://t.co/01LfEJTRLj
CoVid-19… https://t.co/m5hQDTspSi",Be inspired focussed amp curious Open Your Card amp Look,"Sentiment(polarity=-0.05, subjectivity=0.75)",-0.05,0.75,en,0,0,thomascarle,0.0,,,,Schorndorf / Germany
1277585420138819586,2020-06-29 12:51:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@NGRPresident @toluogunlesi @MBuhari Soon PDP will criticize the President for holding a meeting on COVID19 in the… https://t.co/JHLldgu3kQ,Soon PDP criticize President holding meeting COVID19,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,afaha_official,,,"NGRPresident, toluogunlesi, MBuhari",,"Abuja, Nigeria"
1277585423515123713,2020-06-29 12:51:16+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WalleyRay: One case of #covid19 after 10 layers interaction can infect &gt; 50,000 people - let us be curamach opening up to travel",One case layers interaction infect gt people let us curamach opening travel,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,WalleyRay,,covid19,WalleyRay,,"Dublin City, Ireland"
1277585428460298240,2020-06-29 12:51:17+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Open pubs NOW!,Open pubs NOW,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5,en,0,0,JimmyBlue1872,,,,,
1277585431912083458,2020-06-29 12:51:18+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @sri50: Just in - #Maharashtra the state with maximum number of #COVID19 cases in #India extends #lockdown till July 31!,Just state maximum number cases extends till July,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,the_esankonda10,,"Maharashtra, COVID19, India, lockdown",sri50,,
1277585436324450308,2020-06-29 12:51:19+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @manu5997: #WakeupHRDpostponeNEETjee
@DG_NTA 
@DrRPNishank 
@AICTE_INDIA 
@drharshvardhan 
@narendramodi 
We students our in a lot of fe…",We students lot fe,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,SainyamAggarwal,,WakeupHRDpostponeNEETjee,"manu5997, DG_NTA, DrRPNishank, AICTE_INDIA, drharshvardhan, narendramodi",,
1277585440455798785,2020-06-29 12:51:20+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Unfortunately, the sports coverage we have in this country, is far below satisfactory. It’s shit. ""… https://t.co/imHWJhX7BG",`` Unfortunately sports coverage country far satisfactory Its shit. ``,"Sentiment(polarity=-0.20000000000000004, subjectivity=0.9333333333333332)",-0.20000000000000004,0.9333333333333332,en,0,0,cheatrcoksports,0.0,,,,India
1277585444688080897,2020-06-29 12:51:21+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Surgeon_General: Headed out in public this week? Wear a face covering to protect others. #COVID19 https://t.co/VBORiBowtt,Headed public week Wear face covering protect others,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.0,0.06666666666666668,en,0,0,bethmedpeds,0.0,COVID19,Surgeon_General,,
1277585448697643009,2020-06-29 12:51:22+00:00,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","COVID-19 effect: Indian Film Festival of Melbourne rescheduled to late 2020

#covid19 #lockdown #FilmFestival… https://t.co/INz6VBY3BP",COVID-19 effect Indian Film Festival Melbourne rescheduled late,"Sentiment(polarity=-0.3, subjectivity=0.6)",-0.3,0.6,en,0,0,tellychakkar,0.0,"covid19, lockdown, FilmFestival",,,"Mumbai, India"
1277585453625905152,2020-06-29 12:51:23+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MrPatriotVet1: @PeteKent01 @RetUSCG2010 @inthecopa Millions of new tests, and they certainly verify that COVID19 is not a danger to mos…",Millions new tests certainly verify COVID19 danger mos,"Sentiment(polarity=0.17532467532467533, subjectivity=0.512987012987013)",0.17532467532467533,0.512987012987013,en,0,0,TeressaRichLang,,,"MrPatriotVet1, PeteKent01, RetUSCG2010, inthecopa",,"Washington, USA"
1277585458726203403,2020-06-29 12:51:24+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AnantBhan: Most lockdown and #COVID19 reporting has been from urban areas/cities. In this article, we highlight the challenges in rural…",Most lockdown reporting urban areas/cities In article highlight challenges rural,"Sentiment(polarity=0.16666666666666666, subjectivity=0.16666666666666666)",0.16666666666666666,0.16666666666666666,en,0,0,CognisantDoc,,COVID19,AnantBhan,,"Uttarakhand, India"
1277585463143026688,2020-06-29 12:51:25+00:00,"<a href=""https://parc.pro"" rel=""nofollow"">COVID19-Updates</a>","251 new cases and 1 new death in Uzbekistan 

[13:51 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",new cases new death Uzbekistan 13:51 GMT,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.4545454545454545,en,0,0,COVIDLive,,"coronavirus, CoronaVirusUpdate, COVID19, CoronavirusPandemic",,,
1277585465579798528,2020-06-29 12:51:26+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GavinNewsom: Week ahead reminder:
- #COVID19 has not gone away.
- Wash your hands.
- Practice physical distancing.
- Wear a mask.
- TAK…",Week ahead reminder gone away.- Wash hands.- Practice physical distancing.- Wear mask.- TAK,"Sentiment(polarity=0.0, subjectivity=0.14285714285714285)",0.0,0.14285714285714285,en,0,0,JuddW400,,COVID19,GavinNewsom,,USA
1277585469677752320,2020-06-29 12:51:27+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@HermaineM @elaineofficial_ https://t.co/HIShaWZG6j

I see myself 🥇 one too, On God 😭😭😭🇿🇦🇱🇸🔥",see one On God,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,OfficialJugz_,0.0,,"HermaineM, elaineofficial_",,
1277585475738402821,2020-06-29 12:51:28+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @theSNP: 🔎  Prof. Jeremy Farrar, SAGE member and head of the Wellcome Trust, praises Scotland for its clear #COVID19 strategy.

💛  Our p…",Prof. Jeremy Farrar SAGE member head Wellcome Trust praises Scotland clear strategy Our p,"Sentiment(polarity=0.10000000000000002, subjectivity=0.3833333333333333)",0.10000000000000002,0.3833333333333333,en,0,0,Scottishblue1,,COVID19,theSNP,,
1277585480729722881,2020-06-29 12:51:29+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SaharaReporters: VIDEO: Ondo State Governor, @RotimiAkeredolu publicly sneezing as he failed to observe #COVID19 protocols when he went…",VIDEO Ondo State Governor publicly sneezing failed observe protocols went,"Sentiment(polarity=-0.25, subjectivity=0.18333333333333332)",-0.25,0.18333333333333326,en,0,0,Bobaisky,,COVID19,"SaharaReporters, RotimiAkeredolu",,
1277585482659106816,2020-06-29 12:51:30+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Nichola's math graph for the covid19 death rate is saying that the last 4 days showing not a fatality of the virus.… https://t.co/pwIaEA6Z8S,Nichola 's math graph covid19 death rate saying last days showing fatality virus,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.0,0.06666666666666668,en,0,0,wmaker47,,,,,Spam Hill
